coin,expected_obs_per_day,coverage_threshold,init_date,end_date,valid_start,valid_end,total_days_in_valid_interval,days_with_missing_data,pct_days_with_missing_data,days_completely_missed,pct_days_completely_missed,n_missing_dates_between,missing_dates_between,rows_saved
BTC,288,0.9,2017-08-18 00:00:00+00:00,2025-12-31 00:00:00+00:00,2017-08-17 00:00:00+00:00,2025-12-31 00:00:00+00:00,3059,35,1.1441647597254005,0,0.0,18,2017-08-17;2017-09-06;2018-02-08;2018-02-09;2018-06-26;2018-07-04;2018-10-19;2018-11-14;2019-03-12;2019-05-15;2019-08-15;2020-02-19;2020-04-25;2020-06-28;2020-12-21;2021-04-20;2021-04-25;2021-08-13,3041
